UniProt	SwissProt	Chembl	Annotation
ADRB2_MOUSE	P18762	CHEMBL3707	Beta-2 Adrenergic Receptor, Mouse
ADRB2_RAT	P10608	CHEMBL3754	Beta-2 Adrenergic Receptor, Rat
ADRB3_BOVIN	P46626	CHEMBL3083	Beta-3 Adrenergic Receptor, Bovin
ADRB3_HUMAN	P13945	CHEMBL246	Beta-3 Adrenergic Receptor, Human
ADRB3_MOUSE	P25962	CHEMBL4030	Beta-3 Adrenergic Receptor, Mouse
ADRB3_RAT	P26255	CHEMBL4031	Beta-3 Adrenergic Receptor, Rat
AGALC_ASPNG	Q9UUZ4	CHEMBL3936	Alpha-galactosidase C, Aspng
AGAL_COFAR	Q42656	CHEMBL5217	Alpha-galactosidase, Cofar
AGAL_HUMAN	P06280	CHEMBL2524	Alpha-galactosidase A, Human
AGLU_ORYSJ	Q653V7	CHEMBL1163102	Probable Alpha-glucosidase Os06g0675700, Orysj
AGTR1_BOVIN	P25104	CHEMBL3374	Angiotensin II Type 1a (AT-1a) Receptor, Bovin
AGTR1_CAVPO	Q9WV26	CHEMBL1671613	Type-1 Angiotensin II Receptor, Guinea Pig
AGTR1_HUMAN	P30556	CHEMBL227	Angiotensin II Type 1 Receptor, Human
AGTR1_PIG	P30555	CHEMBL5743	Type-1 Angiotensin II Receptor, Pig
AGTR1_RABIT	P34976	CHEMBL3948	Angiotensin II Type 1a (AT-1a) Receptor, Rabit
AGTR2_HUMAN	P50052	CHEMBL4607	Angiotensin II Type 2 (AT-2) Receptor, Human
AGTR2_RAT	P35351	CHEMBL257	Angiotensin II Type 2 (AT-2) Receptor, Rat
AGTRA_RAT	P25095	CHEMBL329	Angiotensin II Type 1a (AT-1a) Receptor, Rat
AGTRB_RAT	P29089	CHEMBL263	Angiotensin II Type 1b (AT-1b) Receptor, Rat
AHK3_ARATH	Q9C5U1	CHEMBL6125	Histidine Kinase, Arath
AHK4_ARATH	Q9C5U0	CHEMBL6124	Histidine Kinase, Arath
AHR_HUMAN	P35869	CHEMBL3201	Aryl Hydrocarbon Receptor, Human
AHR_RABIT	O02747	CHEMBL4725	Aryl Hydrocarbon Receptor, Rabit
AHR_RAT	P41738	CHEMBL5400	Aryl Hydrocarbon Receptor, Rat
AK1A1_HUMAN	P14550	CHEMBL2246	Aldehyde Reductase, Human
AK1A1_PIG	P50578	CHEMBL4049	Aldehyde Reductase, Pig
AK1A1_RAT	P51635	CHEMBL3871	Aldehyde Reductase, Rat
AK1BA_HUMAN	O60218	CHEMBL5983	Aldo-keto Reductase Family 1 Member B10, Human
AK1C1_HUMAN	Q04828	CHEMBL5905	Aldo-keto Reductase Family 1 Member C1, Human
AK1C2_HUMAN	P52895	CHEMBL5847	Aldo-keto Reductase Family 1 Member C2, Human
AK1C3_HUMAN	P42330	CHEMBL4681	Aldo-keto-reductase Family 1 Member C3, Human
AK1CL_MOUSE	Q91WR5	CHEMBL1075270	Aldo-keto Reductase Family 1 Member C21, Mouse
AKAP1_HUMAN	Q92667	CHEMBL3678	Protein Kinase A Anchoring Protein 1, Human
AKAP2_HUMAN	Q9Y2D5	CHEMBL3899	Protein Kinase A Anchoring Protein 2, Human
AKIP_HUMAN	Q9NWT8	CHEMBL5910	Aurora Kinase A-interacting Protein, Human
AKT1_HUMAN	P31749	CHEMBL4282	Serine/threonine-protein Kinase AKT, Human
AKT1_MOUSE	P31750	CHEMBL5859	RAC-alpha Serine/threonine-protein Kinase, Mouse
AKT2_HUMAN	P31751	CHEMBL2431	Serine/threonine-protein Kinase AKT2, Human
AKT3_HUMAN	Q9Y243	CHEMBL4816	Serine/threonine-protein Kinase AKT3, Human
AKTS1_HUMAN	Q96B36	CHEMBL1255161	Proline-rich AKT1 Substrate 1, Human
AL1A1_RAT	P51647	CHEMBL2931	Aldehyde Dehydrogenase 1A1, Rat
AL1A7_RAT	P13601	CHEMBL5354	Aldehyde Dehydrogenase, Cytosolic 1, Rat
AL5AP_HUMAN	P20292	CHEMBL4550	5-lipoxygenase Activating Protein, Human
ALBU_BOVIN	P02769	CHEMBL3728	Serum Albumin, Bovin
ALBU_HUMAN	P02768	CHEMBL3253	Serum Albumin, Human
ALDH2_HUMAN	P05091	CHEMBL1935	Aldehyde Dehydrogenase, Human
ALDH2_RAT	P11884	CHEMBL2812	Aldehyde Dehydrogenase, Rat
ALDOA_RABIT	P00883	CHEMBL4695	Fructose-bisphosphate Aldolase A, Rabit
ALDR_BOVIN	P16116	CHEMBL3081	Aldose Reductase, Bovin
ALDR_HUMAN	P15121	CHEMBL1900	Aldose Reductase, Human
ALDR_PIG	P80276	CHEMBL4559	Aldose Reductase, Pig
ALDR_RAT	P07943	CHEMBL2622	Aldose Reductase, Rat
ALF_CANAL	Q9URB4	CHEMBL1287619	Fructose-bisphosphate Aldolase, Canal
ALF_ECOLI	P0AB71	CHEMBL4912	Fructose-bisphosphate Aldolase Class 2, Ecoli
ALF_HELPY	P56109	CHEMBL1287618	Fructose-bisphosphate Aldolase, Helpy
ALF_MYCTU	P67475	CHEMBL1287620	Fructose-bisphosphate Aldolase, Myctu
ALK_HUMAN	Q9UM73	CHEMBL4247	ALK Tyrosine Kinase Receptor, Human
ALK_MOUSE	P97793	CHEMBL5771	ALK Tyrosine Kinase Receptor, Mouse
ALR1_ECOLI	P0A6B4	CHEMBL2833	Alanine Racemase, Ecoli
AMD_HUMAN	P19021	CHEMBL2544	Peptidyl-glycine Alpha-amidating Monooxygenase, Human
AMO_PEA	Q43077	CHEMBL5534	Amine Oxidase, Pea
AMP1_PLAFQ	O96935	CHEMBL4117	Zinc Aminopeptidase, Plafq
AMPB_HUMAN	Q9H4A4	CHEMBL2432	Aminopeptidase B, Human
AMPB_MOUSE	Q8VCT3	CHEMBL2836	Aminopeptidase B, Mouse
AMPB_RAT	O09175	CHEMBL2452	Aminopeptidase B, Rat
AMPC_CITFR	P05193	CHEMBL1255130	Beta-lactamase, Citfr
AMPC_ECOLI	P00811	CHEMBL2026	Beta-lactamase, Ecoli
AMPC_ENTCL	P05364	CHEMBL2725	Beta-lactamase, Entcl
AMPC_MORMO	P94958	CHEMBL5764	Beta-lactamase, Mormo
AMPC_PSEAE	P24735	CHEMBL5031	Beta-lactamase, Pseae
AMPD1_HUMAN	P23109	CHEMBL2869	AMP Deaminase 1, Human
AMPD2_HUMAN	Q01433	CHEMBL2997	AMP Deaminase 2, Human
AMPD3_HUMAN	Q01432	CHEMBL2912	AMP Deaminase 3, Human
AMPE_HUMAN	Q07075	CHEMBL3439	Aminopeptidase A, Human
AMPE_PIG	Q95334	CHEMBL4868	Aminopeptidase A, Pig
AMPH_ECOLI	P0AD70	CHEMBL4413	Penicillin-binding Protein AmpH, Ecoli
AMPL_BOVIN	P00727	CHEMBL1671610	Cytosol Aminopeptidase, Bovin
AMPL_HUMAN	P28838	CHEMBL3965	Leucine Aminopeptidase, Human
AMPM1_HUMAN	P53582	CHEMBL2474	Methionine Aminopeptidase 1, Human
AMPM1_YEAST	Q01662	CHEMBL2526	Methionine Aminopeptidase 1, Yeast
AMPM2_HUMAN	P50579	CHEMBL3922	Methionine Aminopeptidase 2, Human
AMPM_ECOLI	P0AE18	CHEMBL3423	Methionine Aminopeptidase, Ecoli
AMPN_ECOLI	P04825	CHEMBL4325	Aminopeptidase N, Ecoli
AMPN_HUMAN	P15144	CHEMBL1907	Aminopeptidase N, Human
AMPN_PIG	P15145	CHEMBL2590	Aminopeptidase N, Pig
AMPN_RAT	P15684	CHEMBL3259	Aminopeptidase N, Rat
AMPX_VIBPR	Q01693	CHEMBL3750	Bacterial Leucyl Aminopeptidase Precursor, Vibpr
AMY1_HUMAN	P04745	CHEMBL2478	Salivary Alpha-amylase, Human
AMYG_YEAST	P08019	CHEMBL1075248	Glucoamylase, Intracellular Sporulation-specific, Yeast
AMYP_RAT	P00689	CHEMBL2699	Pancreatic Alpha-amylase, Rat
ANDR_HUMAN	P10275	CHEMBL1871	Androgen Receptor, Human
ANDR_MOUSE	P19091	CHEMBL3056	Androgen Receptor, Mouse
ANDR_RAT	P15207	CHEMBL3072	Androgen Receptor, Rat
ANF_HUMAN	P01160	CHEMBL1293193	Atrial Natriuretic Factor, Human
ANKK1_HUMAN	Q8NFD2	CHEMBL5547	Ankyrin Repeat And Protein Kinase Domain-containing Protein 1, Human
ANM1_HUMAN	Q99873	CHEMBL5524	Protein-arginine N-methyltransferase 1, Human
ANPRA_HUMAN	P16066	CHEMBL1988	Atrial Natriuretic Peptide Receptor A, Human
ANPRC_HUMAN	P17342	CHEMBL2247	Atrial Natriuretic Peptide Receptor C, Human
ANT3_HUMAN	P01008	CHEMBL1950	Antithrombin-III Precursor, Human
ANXA2_HUMAN	P07355	CHEMBL1764938	Annexin A2, Human
AOC2_HUMAN	O75106	CHEMBL4112	Retina-specific Amine Oxidase, Copper Containing, Human
AOC3_BOVIN	Q9TTK6	CHEMBL3265	Amine Oxidase, Copper Containing, Bovin
AOC3_HUMAN	Q16853	CHEMBL3437	Amine Oxidase, Copper Containing, Human
AOC3_RAT	O08590	CHEMBL4592	Amine Oxidase, Copper Containing, Rat
AOFA_BOVIN	P21398	CHEMBL3254	Monoamine Oxidase A, Bovin
AOFA_HUMAN	P21397	CHEMBL1951	Monoamine Oxidase A, Human
AOFA_RAT	P21396	CHEMBL3358	Monoamine Oxidase A, Rat
AOFB_BOVIN	P56560	CHEMBL2756	Monoamine Oxidase B, Bovin
AOFB_HUMAN	P27338	CHEMBL2039	Monoamine Oxidase B, Human
AOFB_MOUSE	Q8BW75	CHEMBL3050	Monoamine Oxidase B, Mouse
AOFB_RAT	P19643	CHEMBL2993	Monoamine Oxidase B, Rat
AP2S1_RAT	P62744	CHEMBL1697667	AP-2 Complex Subunit Sigma, Rat
APEX1_HUMAN	P27695	CHEMBL5619	DNA-(apurinic Or Apyrimidinic Site) Lyase, Human
APH1A_HUMAN	Q96BI3	CHEMBL2362	Gamma-secretase Subunit APH-1A, Human
APH1B_HUMAN	Q8WW43	CHEMBL2385	Gamma-secretase Subunit APH-1B, Human
APJ_RAT	Q9JHG3	CHEMBL2398	Apelin Receptor, Rat
APOB_HUMAN	P04114	CHEMBL4549	Apolipoprotein B-100, Human
APOH_HUMAN	P02749	CHEMBL2859	Apolipoprotein H, Human
ARBK1_HUMAN	P25098	CHEMBL4079	G-protein Coupled Receptor Kinase 2, Human
ARBK2_HUMAN	P35626	CHEMBL1075166	Beta-adrenergic Receptor Kinase 2, Human
ARF1_HUMAN	P84077	CHEMBL5985	ADP-ribosylation Factor 1, Human
ARGI1_HUMAN	P05089	CHEMBL1075097	Arginase-1, Human
AROA_ECOLI	P0A6D3	CHEMBL5033	5-enolpyruvylshikimate-3-phosphate Synthase, Ecoli
AROB_ECOLI	P07639	CHEMBL3554	3-dehydroquinate Synthase, Ecoli
AROC_STRPN	P0A2Y6	CHEMBL4788	Chorismate Synthase, Strpn
AROF_ECOLI	P00888	CHEMBL4694	3-deoxy-D-arabino-heptulosonate 7-phosphate Synthase, Tyr-sensitive, Ecoli
AROG_ECOLI	P0AB91	CHEMBL4911	3-deoxy-D-arabino-heptulosonate 7-phosphate Synthase, Phe-sensitive, Ecoli
AROH_ECOLI	P00887	CHEMBL5169	3-deoxy-D-arabino-heptulosonate 7-phosphate Synthase, Trp-sensitive, Ecoli
AROK_HELPY	P56073	CHEMBL1075089	Shikimate Kinase, Helpy
AROQ_HELPY	Q48255	CHEMBL4680	3-dehydroquinate Dehydratase, Helpy
AROQ_MYCTU	P0A4Z6	CHEMBL3345	3-dehydroquinate Dehydratase, Myctu
AROQ_STRCO	P15474	CHEMBL5276	3-dehydroquinate Dehydratase, Strco
ARS_PSEAE	P51691	CHEMBL5816	Arylsulfatase, Pseae
ARY1_HUMAN	P18440	CHEMBL5101	Arylamine N-acetyltransferase 1, Human
ARY2_MOUSE	P50295	CHEMBL5724	Arylamine N-acetyltransferase 2, Mouse
ASND1_HUMAN	Q9NWL6	CHEMBL3765	HCV NS3-transactivated Protein 1, Human
ASNS_HUMAN	P08243	CHEMBL3120	Asparagine Synthetase, Human
AT12A_HUMAN	P54707	CHEMBL2933	Potassium-transporting ATPase Alpha Chain 2, Human
AT1A1_CANFA	P50997	CHEMBL4838	Sodium/potassium-transporting ATPase Alpha-1 Chain, Canine
AT1A1_HUMAN	P05023	CHEMBL1807	Sodium/potassium-transporting ATPase Alpha-1 Chain, Human
AT1A1_PIG	P05024	CHEMBL4131	Sodium/potassium-transporting ATPase Alpha-1 Chain, Pig
AT1A2_HUMAN	P50993	CHEMBL2715	Sodium/potassium-transporting ATPase Alpha-2 Chain, Human
AT1A3_HUMAN	P13637	CHEMBL4052	Sodium/potassium-transporting ATPase Alpha-3 Chain, Human
AT1A4_HUMAN	Q13733	CHEMBL4053	Sodium/potassium-transporting ATPase Alpha-4 Chain, Human
AT1B1_CANFA	P06583	CHEMBL4839	Sodium/potassium-transporting ATPase Beta-1 Chain, Canine
AT1B1_HUMAN	P05026	CHEMBL2379	Sodium/potassium-transporting ATPase Beta-1 Chain, Human
AT1B1_PIG	P05027	CHEMBL2380	Sodium/potassium-transporting ATPase Beta-1 Chain, Pig
AT1B2_HUMAN	P14415	CHEMBL2332	Sodium/potassium-transporting ATPase Beta-2 Chain, Human
AT1B3_HUMAN	P54709	CHEMBL3256	Sodium/potassium-transporting ATPase Beta-3 Chain, Human
AT2A1_HUMAN	O14983	CHEMBL3136	Sarcoplasmic/endoplasmic Reticulum Calcium ATPase 1, Human
AT2A1_RABIT	P04191	CHEMBL4693	Sarcoplasmic/endoplasmic Reticulum Calcium ATP-ase, Rabit
AT2A2_HUMAN	P16615	CHEMBL3901	Sarcoplasmic/endoplasmic Reticulum Calcium ATPase 2, Human
ATF1_HUMAN	P18846	CHEMBL3255	Activating Transcription Factor 1, Human
ATM_HUMAN	Q13315	CHEMBL3797	Serine-protein Kinase ATM, Human
ATNG_HUMAN	P54710	CHEMBL4639	Sodium/potassium-transporting ATPase Gamma Chain, Human
ATP4A_HUMAN	P20648	CHEMBL1802	Potassium-transporting ATPase Alpha Chain 1, Human
ATP4A_PIG	P19156	CHEMBL3919	Potassium-transporting ATPase Alpha Chain 1, Pig
ATP4A_RAT	P09626	CHEMBL3103	Potassium-transporting ATPase Alpha Chain 1, Rat
ATP4B_HUMAN	P51164	CHEMBL5207	Potassium-transporting ATPase Beta Chain, Human
ATP4B_PIG	P18434	CHEMBL2538	Potassium-transporting ATPase Beta Chain, Pig
ATP4B_RAT	P18598	CHEMBL4771	Potassium-transporting ATPase Beta Chain, Rat
ATR_HUMAN	Q13535	CHEMBL5024	Serine-protein Kinase ATR, Human
ATS1_HUMAN	Q9UHI8	CHEMBL5133	ADAMTS1, Human
ATS4_BOVIN	Q9TT93	CHEMBL3874	ADAMTS4, Bovin
ATS4_HUMAN	O75173	CHEMBL2318	ADAMTS4, Human
ATS5_BOVIN	Q9TT92	CHEMBL2673	ADAMTS5, Bovin
ATS5_HUMAN	Q9UNA0	CHEMBL2285	ADAMTS5, Human
ATTY_RAT	P04694	CHEMBL5947	Tyrosine Aminotransferase, Rat
AUR1_CANAL	O13332	CHEMBL1641343	Inositol Phosphorylceramide Synthase, Canal
AUR1_YEAST	P36107	CHEMBL1641344	Inositol Phosphorylceramide Synthase Catalytic Subunit AUR1, Yeast
AURKA_HUMAN	O14965	CHEMBL4722	Serine/threonine-protein Kinase Aurora-A, Human
AURKA_MOUSE	P97477	CHEMBL2211	Serine/threonine-protein Kinase Aurora-A, Mouse
AURKB_HUMAN	Q96GD4	CHEMBL2185	Serine/threonine-protein Kinase Aurora-B, Human
AURKB_MOUSE	O70126	CHEMBL1075275	Serine/threonine-protein Kinase 12, Mouse
AURKC_HUMAN	Q9UQB9	CHEMBL3935	Serine/threonine-protein Kinase Aurora-C, Human
AVR2A_HUMAN	P27037	CHEMBL5616	Activin Receptor Type-2A, Human
AVR2B_HUMAN	Q13705	CHEMBL5466	Activin Receptor Type-2B, Human
B0BL08_ECOLX	B0BL08	CHEMBL5441	Dihydrofolate Reductase, Ecolx
B1WBY8_RAT	B1WBY8	CHEMBL4705	Histone Deacetylase 2, Rat
B1WC34_RAT	B1WC34	CHEMBL2779	Alpha-glucosidase II Beta Subunit, Rat
B2CL1_HUMAN	Q07817	CHEMBL4625	Apoptosis Regulator Bcl-X, Human
B2CL2_HUMAN	Q92843	CHEMBL4677	Apoptosis Regulator Bcl-W, Human
B2L10_HUMAN	Q9HD36	CHEMBL5988	Bcl-2-like Protein 10, Human
B2LA1_HUMAN	Q16548	CHEMBL6044	Bcl-2-related Protein A1, Human
B2ZTR6_ACIBA	B2ZTR6	CHEMBL1667700	Beta-lactamase ADC-33, Aciba
B4GT1_BOVIN	P08037	CHEMBL3214	Beta-1,4-galactosyltransferase 1, Bovin
B4GT1_HUMAN	P15291	CHEMBL4384	Beta-1,4-galactosyltransferase 1, Human
B4URF0_9INFA	B4URF0	CHEMBL6135	Neuraminidase, 9infa
B5SU02_9CNID	B5SU02	CHEMBL1075028	Alpha Carbonic Anhydrase, 9cnid
B5THE3_MOUSE	B5THE3	CHEMBL1667666	Sucrase-isomaltase, Mouse
B7ZW62_HUMAN	B7ZW62	CHEMBL3447	Pepsinogen A5, Human
B8PY99_MACMU	B8PY99	CHEMBL1075186	CXC Chemokine Receptor 3, Macmu
B8R6A5_9BURK	B8R6A5	CHEMBL1641339	PenB Class A Beta-lactamase, 9burk
BACE1_HUMAN	P56817	CHEMBL4822	Beta-secretase 1, Human
BACE2_HUMAN	Q9Y5Z0	CHEMBL2525	Beta Secretase 2, Human
BAD_HUMAN	Q92934	CHEMBL3817	Bcl2-antagonist Of Cell Death (BAD), Human
BCAT1_HUMAN	P54687	CHEMBL4679	Branched-chain-amino-acid Transferase, Human
BCAT1_RAT	P54690	CHEMBL4678	Branched-chain-amino-acid Transferase, Rat
BCAT2_RAT	O35854	CHEMBL3319	Branched-chain-amino-acid Transferase, Rat
BCL2_HUMAN	P10415	CHEMBL4860	Apoptosis Regulator Bcl-2, Human
BCR_HUMAN	P11274	CHEMBL5146	Breakpoint Cluster Region Protein, Human
BGAL_BOVIN	Q58D55	CHEMBL3482	Beta-galactosidase, Bovin
BGAL_HUMAN	P16278	CHEMBL2522	Beta-galactosidase, Human
BGAL_RHIML	Q59750	CHEMBL3484	Beta-galactosidase, Rhiml
BGLR_RAT	P06760	CHEMBL4814	Beta-glucuronidase, Rat
BGLS_AGRSA	P12614	CHEMBL1075038	Beta-glucosidase, Agrsa
BGLS_CALSA	P10482	CHEMBL4622	Beta-glucosidase A, Calsa
BGLS_RHIRD	P27034	CHEMBL4663	Beta-glucosidase, Rhird
BHMT1_HUMAN	Q93088	CHEMBL4328	Betaine--homocysteine S-methyltransferase 1, Human
BIRC2_HUMAN	Q13490	CHEMBL5462	Baculoviral IAP Repeat-containing Protein 2, Human
BIRC3_HUMAN	Q13489	CHEMBL5335	Baculoviral IAP Repeat-containing Protein 3, Human
BIRC5_HUMAN	O15392	CHEMBL5989	Baculoviral IAP Repeat-containing Protein 5, Human
BIRC8_HUMAN	Q96P09	CHEMBL5851	Baculoviral IAP Repeat-containing Protein 8, Human
BKRB1_CANFA	Q9BDQ5	CHEMBL4724	Bradykinin B1 Receptor, Canine
BKRB1_HUMAN	P46663	CHEMBL4308	Bradykinin B1 Receptor, Human
BKRB1_MACMU	Q8HZP2	CHEMBL1250405	B1 Bradykinin Receptor, Macmu
BKRB1_MOUSE	Q61125	CHEMBL1250407	B1 Bradykinin Receptor, Mouse
BKRB1_RABIT	P48748	CHEMBL4087	Bradykinin B1 Receptor, Rabit
BKRB1_RAT	P97583	CHEMBL4613	Bradykinin B1 Receptor, Rat
BKRB2_CAVPO	O70526	CHEMBL4111	Bradykinin B2 Receptor, Guinea Pig
BKRB2_HUMAN	P30411	CHEMBL3157	Bradykinin B2 Receptor, Human
BKRB2_RAT	P25023	CHEMBL2501	Bradykinin B2 Receptor, Rat
BLA1_ECOLX	P0AD63	CHEMBL5956	Beta-lactamase SHV-1, Ecolx
BLA1_KLEPN	P0AD64	CHEMBL5094	Beta-lactamase SHV-1, Klepn
BLA1_STEMA	P52700	CHEMBL3326	Beta-lactamase L1, Stema
BLAB_AERHY	P26918	CHEMBL1169593	Beta-lactamase, Aerhy
BLAB_BACCE	P14488	CHEMBL1744488	Beta-lactamase 2, Bacce
BLAB_BACFR	P25910	CHEMBL4840	Beta-lactamase Type II, Bacfr
BLAC_BACLI	P00808	CHEMBL5633	Beta-lactamase, Bacli
BLAC_STAAU	P00807	CHEMBL4114	Beta-lactamase, Staau
BLAN_ENTCL	P52663	CHEMBL4314	Imipenem-hydrolyzing Beta-lactamase, Entcl
BLAT_ECOLX	P62593	CHEMBL2065	Beta-lactamase TEM, Ecolx
BLKPC_KLEPN	Q9F663	CHEMBL6132	Carbepenem-hydrolyzing Beta-lactamase KPC, Klepn
BLK_HUMAN	P51451	CHEMBL2250	Tyrosine-protein Kinase BLK, Human
BLK_MOUSE	P16277	CHEMBL3343	Tyrosine-protein Kinase BLK, Mouse
BLO1_ECOLX	P13661	CHEMBL4951	Beta-lactamase OXA-1, Ecolx
BLO2_ECOLX	P0A1V9	CHEMBL1744485	Beta-lactamase OXA-2, Ecolx
BMP1_HUMAN	P13497	CHEMBL3898	Bone Morphogenetic Protein 1, Human
BMP2K_HUMAN	Q9NSY1	CHEMBL4522	BMP-2-inducible Protein Kinase, Human
BMP4_HUMAN	P12644	CHEMBL5350	Bone Morphogenetic Protein 4, Human
BMPR2_HUMAN	Q13873	CHEMBL5467	Bone Morphogenetic Protein Receptor Type-2, Human
BMR1A_HUMAN	P36894	CHEMBL5275	Bone Morphogenetic Protein Receptor Type-1A, Human
BMX_HUMAN	P51813	CHEMBL3834	Tyrosine-protein Kinase BMX, Human
BRAF_HUMAN	P15056	CHEMBL5145	Serine/threonine-protein Kinase B-raf, Human
BRCA1_HUMAN	P38398	CHEMBL5990	Breast Cancer Type 1 Susceptibility Protein, Human
BRD2_HUMAN	P25440	CHEMBL1293289	Bromodomain-containing Protein 2, Human
BRD4_HUMAN	O60885	CHEMBL1163125	Bromodomain-containing Protein 4, Human
BRS3_HUMAN	P32247	CHEMBL4080	Bombesin Like Receptor 3, Human
BRS3_MOUSE	O54798	CHEMBL1075140	Bombesin Receptor Subtype-3, Mouse
BRS3_RAT	Q8K418	CHEMBL1075111	Bombesin Receptor Subtype-3, Rat
BRSK1_HUMAN	Q8TDC3	CHEMBL5650	BR Serine/threonine-protein Kinase 1, Human
BRSK2_HUMAN	Q8IWQ3	CHEMBL4574	BR Serine/threonine-protein Kinase 2, Human
BTK_HUMAN	Q06187	CHEMBL5251	Tyrosine-protein Kinase BTK, Human
BXA1_CLOBH	A5HZZ9	CHEMBL5344	Botulinum Neurotoxin Type A, Clobh
BXA1_CLOBO	P10845	CHEMBL5192	Botulinum Neurotoxin Type A, Clobo
C0IX24_9CNID	C0IX24	CHEMBL1649055	Carbonic Anhydrase, 9cnid
C11B1_BOVIN	P15150	CHEMBL2927	Cytochrome P450 11B1, Bovin
C11B1_HUMAN	P15538	CHEMBL1908	Cytochrome P450 11B1, Human
C11B1_RAT	P15393	CHEMBL4970	Cytochrome P450 11B1, Rat
C11B2_HUMAN	P19099	CHEMBL2722	Cytochrome P450 11B2, Human
C1R_HUMAN	P00736	CHEMBL4611	Complement C1r, Human
C1S_HUMAN	P09871	CHEMBL3913	Complement C1s, Human
C3AR_HUMAN	Q16581	CHEMBL4761	C3a Anaphylatoxin Chemotactic Receptor, Human
C3SLN2_ECOLX	C3SLN2	CHEMBL1287603	DNA Gyrase Subunit B, Ecolx
C3SWJ7_ECOLX	C3SWJ7	CHEMBL6137	Thymidylate Synthase, Ecolx
C3TDZ2_ECOLX	C3TDZ2	CHEMBL1795135	3-oxoacyl-[acyl-carrier-protein] Synthase 3, Ecolx
C3TIE2_ECOLX	C3TIE2	CHEMBL1795152	Phospho-2-dehydro-3-deoxyheptonate Aldolase, Ecolx
C4LRQ6_9INFA	C4LRQ6	CHEMBL1667686	Neuraminidase, 9infa
C5AR_HUMAN	P21730	CHEMBL2373	C5a Anaphylatoxin Chemotactic Receptor, Human
CA2D1_HUMAN	P54289	CHEMBL1919	Voltage-gated Calcium Channel Alpha2/delta Subunit 1, Human
CA2D1_MOUSE	O08532	CHEMBL4676	Voltage-gated Calcium Channel Alpha2/delta Subunit 1, Mouse
CA2D1_RAT	P54290	CHEMBL3420	Voltage-gated Calcium Channel Alpha2/delta Subunit 1, Rat
CA2D2_HUMAN	Q9NY47	CHEMBL3896	Voltage-gated Calcium Channel Alpha2/delta Subunit 2, Human
CA2D2_RAT	Q8CFG6	CHEMBL3914	Voltage-gated Calcium Channel Alpha2/delta Subunit 2, Rat
CA2D3_HUMAN	Q8IZS8	CHEMBL3763	Voltage-gated Calcium Channel Alpha2/delta Subunit 3, Human
CA2D3_RAT	Q8CFG5	CHEMBL3281	Voltage-gated Calcium Channel Alpha2/delta Subunit 3, Rat
CA2D4_HUMAN	Q7Z3S7	CHEMBL5376	Voltage-gated Calcium Channel Alpha2/delta-4 Subunit, Human
CAC1A_RAT	P54282	CHEMBL4417	Voltage-gated P/Q-type Calcium Channel Alpha-1A Subunit, Rat
CAC1B_HUMAN	Q00975	CHEMBL4478	Voltage-gated N-type Calcium Channel Alpha-1B Subunit, Human
CAC1B_RAT	Q02294	CHEMBL5107	Voltage-gated N-type Calcium Channel Alpha-1B Subunit, Rat
CAC1C_HUMAN	Q13936	CHEMBL1940	Voltage-gated L-type Calcium Channel Alpha-1C Subunit, Human
CAC1C_MOUSE	Q01815	CHEMBL2529	Voltage-gated L-type Calcium Channel Alpha-1C Subunit, Mouse
CAC1C_RABIT	P15381	CHEMBL2830	Voltage-gated L-type Calcium Channel Alpha-1C Subunit, Rabit
CAC1C_RAT	P22002	CHEMBL3762	Voltage-gated L-type Calcium Channel Alpha-1C Subunit, Rat
CAC1D_HUMAN	Q01668	CHEMBL4138	Voltage-gated L-type Calcium Channel Alpha-1D Subunit, Human
CAC1D_MOUSE	Q99246	CHEMBL3073	Voltage-gated L-type Calcium Channel Alpha-1D Subunit, Mouse
CAC1D_RAT	P27732	CHEMBL4132	Voltage-gated L-type Calcium Channel Alpha-1D Subunit, Rat
CAC1E_RAT	Q07652	CHEMBL4115	Voltage-gated R-type Calcium Channel Alpha-1E Subunit, Rat
CAC1F_HUMAN	O60840	CHEMBL5593	Voltage-gated L-type Calcium Channel Alpha-1F Subunit, Human
CAC1G_HUMAN	O43497	CHEMBL4641	Voltage-gated T-type Calcium Channel Alpha-1G Subunit, Human
CAC1G_RAT	O54898	CHEMBL4257	Voltage-gated T-type Calcium Channel Alpha-1G Subunit, Rat
CAC1H_HUMAN	O95180	CHEMBL1859	Voltage-gated T-type Calcium Channel Alpha-1H Subunit, Human
CAC1H_RAT	Q9EQ60	CHEMBL5134	Voltage-gated T-type Calcium Channel Alpha-1H Subunit, Rat
CAC1I_HUMAN	Q9P0X4	CHEMBL5558	Voltage-gated T-type Calcium Channel Alpha-1I Subunit, Human
CAC1I_RAT	Q9Z0Y8	CHEMBL5459	Voltage-gated T-type Calcium Channel Alpha-1I Subunit, Rat
CAC1S_HUMAN	Q13698	CHEMBL3805	Voltage-gated L-type Calcium Channel Alpha-1S Subunit, Human
CAC1S_RAT	Q02485	CHEMBL4108	Voltage-gated L-type Calcium Channel Alpha-1S Subunit, Rat
CACB1_RAT	P54283	CHEMBL1075136	Voltage-dependent L-type Calcium Channel Subunit Beta-1, Rat
CAH10_HUMAN	Q9NS85	CHEMBL4645	Carbonic Anhydrase-related Protein 10, Human
CAH11_HUMAN	O75493	CHEMBL2420	Carbonic Anhydrase-related Protein 2, Human
