GeneSymbol1	GeneSymbol2	Distance
RWDD1	ZCH18	0.782
RWDD1	MMAD	0.832
RWDD1	LSM3	0.794
RWDD1	HINT1	0.773
RWDD1	SRP09	0.829
RWDD1	RM13	0.837
RWDD1	BOLA2	0.717
RWDD1	T126A	0.75
RWDD1	NUD18	0.647
RWDD1	UTP23	0.617
RWDD1	SETD6	0.846
RWDD1	MRRP1	0.843
RWDD1	LRFN4	0.835
RWDD1	LARP7	0.825
RWDD1	RM01	0.834
RWDD1	NOP14	0.845
RWDD1	NOC2L	0.846
RWDD1	RUVB1	0.84
RWDD1	J3KNJ2	0.849
RWDD1	J3KNJ4	0.828
RWDD1	RT33	0.841
RWDD1	KRI1	0.456
RWDD1	F203A	0.826
RWDD1	LAR1B	0.82
RWDD1	RRS1	0.846
RWDD1	DDX54	0.84
RWDD1	PSMG2	0.85
RWDD1	IF4A2	0.844
RWDD1	TRM7	0.846
RWDD1	RANG	0.825
RWDD1	IPP2	0.846
RWDD1	DRG1	0.441
RWDD1	BOLA2	0.773
RWDD1	RM40	0.822
RWDD1	HDAC6	0.697
RWDD1	PFD5	0.819
RWDD1	GNL3L	0.843
RWDD1	ZC3HF	0.594
RWDD1	BRX1	0.825
RWDD1	RRP1B	0.634
RWDD1	NDUA4	0.846
RWDD1	J3KNT2	0.842
RWDD1	SMD2	0.768
RWDD1	RPAB4	0.821
RWDD1	FCF1	0.838
RWDD1	AN32B	0.84
RWDD1	LYAR	0.569
RWDD1	PESC	0.832
RWDD1	C1D	0.845
RWDD1	S2546	0.837
RWDD1	CG050	0.825
RWDD1	CSN5	0.811
RWDD1	WDR55	0.845
RWDD1	TOM7	0.848
RWDD1	ARMC8	0.832
RWDD1	TMA16	0.77
RWDD1	NOL12	0.816
RWDD1	J3KP30	0.617
RWDD1	MAK16	0.565
RWDD1	RM24	0.845
RWDD1	RBM34	0.705
RWDD1	TOM20	0.817
RWDD1	RRP15	0.846
RWDD1	RM18	0.844
RWDD1	UBE2T	0.799
RWDD1	DHX9	0.841
RWDD1	LTV1	0.721
RWDD1	PFD2	0.842
RWDD1	ZUFSP	0.837
RWDD1	BCCIP	0.705
RWDD1	J3KP90	0.849
RWDD1	AT5F1	0.755
RWDD1	RWD2A	0.757
RWDD1	DPH5	0.799
RWDD1	RPF1	0.705
RWDD1	Q5VVH2	0.848
RWDD1	MTG2	0.8
RWDD1	EXOS1	0.846
RWDD1	PHAR3	0.835
RWDD1	SPAT6	0.804
RWDD1	REXO4	0.846
RWDD1	SURF6	0.729
RWDD1	NDUS5	0.832
RWDD1	UTP11	0.77
RWDD1	IPYR	0.838
RWDD1	SYYC	0.846
RWDD1	ZN593	0.845
RWDD1	MRT4	0.771
RWDD1	SPEB	0.843
RWDD1	CI041	0.846
RWDD1	NSUN6	0.826
RWDD1	F203B	0.826
RWDD1	DTD1	0.838
RWDD1	UCHL3	0.829
RWDD1	QCR8	0.841
RWDD1	PK1IP	0.806
RWDD1	MCA3	0.819
RWDD1	RIOK1	0.841
RWDD1	RFC3	0.846
RWDD1	POMP	0.838
RWDD1	RDH14	0.827
RWDD1	COMD8	0.834
RWDD1	PD1L1	0.799
RWDD1	RL24	0.82
RWDD1	UT14A	0.84
RWDD1	AIMP1	0.831
RWDD1	SMRD1	0.84
RWDD1	T2AG	0.841
RWDD1	J3KPU7	0.77
RWDD1	K0020	0.705
RWDD1	HDDC2	0.837
RWDD1	J3KPW7	0.79
RWDD1	AEBP2	0.695
RWDD1	NOP2	0.782
RWDD1	DMTA2	0.82
RWDD1	WDR43	0.828
RWDD1	NGDN	0.771
RWDD1	PSDE	0.825
RWDD1	NFU1	0.754
RWDD1	ATP5J	0.804
RWDD1	EF1D	0.76
RWDD1	DHX30	0.841
RWDD1	SMRD2	0.84
RWDD1	GNL3	0.843
RWDD1	J3KQE5	0.811
RWDD1	TMA7	0.818
RWDD1	RUXE	0.839
RWDD1	RPF2	0.776
RWDD1	NOL7	0.84
RWDD1	CISH	0.81
RWDD1	CMS1	0.6
RWDD1	LSM5	0.815
RWDD1	J3KQY1	0.818
RWDD1	XKR6	0.832
RWDD1	DHX36	0.841
RWDD1	RRP1	0.634
FSBP	TPC6A	0.653
FSBP	FGF4	0.741
FSBP	FGF20	0.741
FSBP	FGF22	0.741
FSBP	FGF21	0.741
FSBP	FGF6	0.741
FSBP	GORS2	0.554
FSBP	FGF23	0.741
FSBP	FGF10	0.741
FSBP	FGF7	0.741
FSBP	FGF18	0.741
FSBP	FGF11	0.741
FSBP	FGF19	0.741
FSBP	CD2B2	0.683
FSBP	NUD18	0.592
FSBP	FGF5	0.741
FSBP	TEANC	0.615
FSBP	ZN580	0.77
FSBP	FGF8	0.741
FSBP	FGF13	0.741
FSBP	UBC9	0.846
FSBP	FGF3	0.741
FSBP	RA54B	0.462
FSBP	FGF1	0.741
FSBP	DYRK2	0.462
FSBP	RIBC2	0.846
FSBP	CELF1	0.71
FSBP	FGF17	0.741
FSBP	KC1E	0.77
FSBP	FGF14	0.741
FSBP	FGF9	0.741
FSBP	CDC23	0.73
FSBP	CCD33	0.846
FSBP	GTPC1	0.592
FSBP	E9PC62	0.71
FSBP	ELOA1	0.592
FSBP	FGF12	0.741
ZN398	CTTB2	0.798
ZN398	ESR1	0.379
ZN398	RBM28	0.8
ZN398	GREB1	0.818
ZN398	K1C9	0.82
ZN398	GATA5	0.771
ZN398	DPH6	0.692
ZN398	UBP44	0.656
ZN398	DZAN1	0.727
ZN398	GPC1	0.843
ZN398	RENI	0.2
ZN398	PLA1A	0.81
ZN398	TERF1	0.823
ZN398	NODAL	0.781
ZN398	FA46B	0.571
ZN398	TDGF1	0.815
ZN398	TADA3	0.8
ZN398	OR9A2	0.797
ZN398	SOX	0.765
ZN398	LPHN2	0.757
ZN398	COT1	0.824
ZN398	SIX6	0.771
ZN398	HXB2	0.829
ZN398	SNX20	0.757
ZN398	FIGN	0.698
ZN398	DPPA4	0.622
ZN398	ZN532	0.783
ZN398	KCC2D	0.764
ZN398	AVR2B	0.823
ZN398	STYX	0.765
ZN398	MIER1	0.84
ZN398	TM139	0.483
ZN398	TCAL8	0.662
ZN398	J9JIE5	0.801
ZN398	RXRB	0.823
ZN398	PBX2	0.82
ZN398	GPAN1	0.771
ZN398	MSRB2	0.782
ZN398	GATA1	0.844
ZN398	ITM2B	0.838
ZN398	GFOD1	0.781
ZN398	RPB1C	0.67
ZN398	TM1L2	0.835
ZN398	SPB9	0.8
ZN398	GPAN1	0.781
ZN398	RXRB	0.815
ZN398	RXRB	0.804
ZN398	PBX2	0.82
ZN398	RXRB	0.815
ZN398	PBX2	0.82
ZN398	GPAN1	0.771
ZN398	GPAN1	0.781
JAM2	KCC1G	0.208
JAM2	CAD17	0.845
JAM2	PGS2	0.804
JAM2	CLD11	0.82
JAM2	GPKOW	0.823
JAM2	IL4RA	0.836
JAM2	DOP1	0.843
JAM2	MADCA	0.82
JAM2	PAR6A	0.66
JAM2	NDK3	0.796
JAM2	STMN2	0.719
JAM2	PP2AB	0.2
JAM2	VIME	0.741
JAM2	J3KMX3	0.801
JAM2	NANOG	0.807
JAM2	LYAM1	0.772
JAM2	FLT3	0.804
JAM2	INHBA	0.848
JAM2	EMC3	0.804
JAM2	CASA1	0.823
JAM2	PVRL2	0.66
JAM2	MAS	0.755
JAM2	FCHO1	0.841
JAM2	UBE2K	0.812
JAM2	MPP5	0.695
JAM2	CADH1	0.765
JAM2	MIME	0.832
JAM2	KPCT	0.2
JAM2	KPCG	0.2
JAM2	LYAM3	0.771
JAM2	PVRL1	0.728
JAM2	ICAM1	0.732
JAM2	CADH2	0.733
JAM2	CING	0.622
JAM2	CALM	0.823
JAM2	PELO	0.74
JAM2	ESAM	0.827
JAM2	ZO1	0.01
JAM2	SPRL1	0.773
JAM2	FEZF2	0.812
JAM2	J3KN97	0.2
JAM2	A4	0.753
JAM2	ATS1	0.537
JAM2	DCK	0.844
JAM2	ITAM	0.101
JAM2	CLD12	0.748
JAM2	SIM2	0.843
JAM2	CALM	0.823
JAM2	PKNX1	0.343
JAM2	U2AF1	0.449
JAM2	SOX8	0.796
JAM2	VCAM1	0.846
JAM2	MUCEN	0.761
JAM2	PAR3	0.347
JAM2	J3KNB5	0.837
JAM2	JAM3	0.02
JAM2	CYYR1	0.812
JAM2	MFAP4	0.823
JAM2	RUNX1	0.807
JAM2	B4GN2	0.826
JAM2	HDHD2	0.833
JAM2	LAIR2	0.802
JAM2	ITB2	0.063
JAM2	DCXR	0.636
JAM2	GIMA8	0.837
JAM2	KPCB	0.2
JAM2	KPCE	0.2
JAM2	ABC3F	0.838
JAM2	CD34	0.841
JAM2	SP3	0.787
JAM2	PLAK	0.785
JAM2	2AAB	0.2
JAM2	DSCR3	0.625
JAM2	CML1	0.835
JAM2	REST	0.771
JAM2	SNTG2	0.8
JAM2	AOC3	0.828
JAM2	CDC42	0.799
JAM2	SCD5	0.845
JAM2	KGUA	0.771
JAM2	RCAN1	0.596
JAM2	SYNJ1	0.429
JAM2	MTSS1	0.838
JAM2	DTX2	0.788
JAM2	SOX2	0.807
JAM2	2AAA	0.2
JAM2	PTTG	0.325
JAM2	WDR4	0.373
JAM2	CLD6	0.835
JAM2	KPCL	0.2
JAM2	THBG	0.717
JAM2	KPCD	0.2
JAM2	LYAM2	0.799
JAM2	FEZF1	0.8
JAM2	AROS	0.804
JAM2	GATA4	0.801
JAM2	HYAL3	0.695
JAM2	EZRI	0.82
JAM2	MIO	0.823
JAM2	DYRK2	0.773
JAM2	CLD4	0.818
JAM2	CADH5	0.576
JAM2	CTNB1	0.84
JAM2	CBS	0.571
JAM2	NDUV3	0.381
JAM2	OCLN	0.534
JAM2	SDA1	0.84
JAM2	JAML1	0.575
JAM2	ITAL	0.804
JAM2	CALM	0.823
JAM2	TMC2	0.798
JAM2	MARH5	0.8
JAM2	D3VVP3	0.735
JAM2	ETS2	0.631
JAM2	ABCG1	0.599
JAM2	DERM	0.829
JAM2	ROS1	0.781
JAM2	KI67	0.817
JAM2	SPR2G	0.787
JAM2	NGF	0.74
JAM2	ACOD	0.837
JAM2	C99L2	0.8
JAM2	INADL	0.762
JAM2	PAR6B	0.785
JAM2	J3KPA4	0.771
JAM2	YBOX1	0.796
JAM2	SDF1	0.814
JAM2	EDA	0.798
JAM2	PARD3	0.006
JAM2	ITB1	0.075
JAM2	ZO2	0.695
JAM2	GPR20	0.796
JAM2	CSKP	0.84
JAM2	TYDP2	0.796
JAM2	DNLI3	0.804
JAM2	LHFP	0.799
JAM2	KC1AL	0.796
JAM2	IGSF5	0.094
JAM2	MPDZ	0.112
JAM2	CD99	0.82
JAM2	JAK2	0.823
JAM2	C1QT3	0.843
JAM2	ATS7	0.82
JAM2	ITAD	0.799
JAM2	CLD3	0.735
JAM2	ITA4	0.065
JAM2	MX1	0.734
JAM2	A8MZ14	0.633
JAM2	DYR1A	0.614
JAM2	MORC3	0.823
JAM2	AFAD	0.152
JAM2	FCAMR	0.838
JAM2	CLD5	0.633
JAM2	MAGI1	0.2
JAM2	NEBU	0.765
JAM2	CLD25	0.804
JAM2	C9JC66	0.81
JAM2	PVR	0.846
JAM2	PP2AA	0.2
CNIH4	ACPM	0.676
CNIH4	PSA4	0.681
CNIH4	ARP6	0.809
CNIH4	STRAB	0.82
CNIH4	HBAT	0.74
CNIH4	ZW10	0.613
CNIH4	RBX1	0.634
CNIH4	PAPOA	0.809
CNIH4	CNIH1	0.813
CNIH4	PSA3	0.633
CNIH4	CATZ	0.784
CNIH4	COXM2	0.782
CNIH4	PSA2	0.714
CNIH4	RM32	0.779
CNIH4	CHMP5	0.713
CNIH4	SC61B	0.838
CNIH4	GOSR1	0.739
CNIH4	LTOR3	0.771
CNIH4	ARPC3	0.739
CNIH4	GOT1B	0.351
CNIH4	CX7A2	0.734
CNIH4	CH10	0.751
CNIH4	GORS2	0.662
CNIH4	RGS2	0.835
CNIH4	NDUB3	0.721
CNIH4	SLIRP	0.694
CNIH4	ALG5	0.835
CNIH4	SYS1	0.661
CNIH4	DSS1	0.835
CNIH4	TXD17	0.686
CNIH4	RT36	0.844
CNIH4	ARL8B	0.785
CNIH4	LTOR5	0.737
CNIH4	CMPK2	0.695
CNIH4	ERN2	0.84
CNIH4	PR38A	0.846
CNIH4	RM15	0.774
CNIH4	RLP24	0.824
CNIH4	OSBL8	0.846
CNIH4	P2R3C	0.833
CNIH4	PSA6	0.653
CNIH4	ARL1	0.841
CNIH4	CN166	0.774
CNIH4	RBM25	0.66
CNIH4	TEBP	0.799
CNIH4	TMED2	0.734
CNIH4	SC23B	0.775
CNIH4	HUWE1	0.804
CNIH4	CHM2B	0.84
CNIH4	CKLF	0.846
CNIH4	COPD	0.837
CNIH4	HAT1	0.746
CNIH4	GOLP3	0.804
CNIH4	RL26L	0.823
CNIH4	SC24B	0.638
CNIH4	SSBP	0.841
CNIH4	QCR2	0.848
CNIH4	PSA5	0.835
CNIH4	ARF1	0.781
CNIH4	RUXG	0.683
CNIH4	RT28	0.806
CNIH4	DENR	0.825
CNIH4	TISD	0.781
CNIH4	MED21	0.837
CNIH4	ELOC	0.687
CNIH4	PSB4	0.602
CNIH4	CCD58	0.842
CNIH4	TM199	0.838
CNIH4	PEAR1	0.82
CNIH4	RPB11	0.736
CNIH4	DPY30	0.801
CNIH4	THOC7	0.84
CNIH4	SLMAP	0.683
CNIH4	RM33	0.79
CNIH4	H2AZ	0.697
CNIH4	LSM6	0.836
CNIH4	NDUS4	0.812
CNIH4	COX6C	0.836
CNIH4	ILK	0.824
CNIH4	FA96A	0.79
CNIH4	PGAP3	0.768
CNIH4	MMAD	0.738
CNIH4	LSM3	0.807
CNIH4	TMEDA	0.605
CNIH4	HINT1	0.823
CNIH4	SRP09	0.805
CNIH4	COG8	0.421
CNIH4	RM13	0.648
CNIH4	SC23A	0.775
CNIH4	GOT1A	0.576
CNIH4	FACE2	0.419
CNIH4	QCR6	0.725
CNIH4	CKS1	0.762
CNIH4	ARV1	0.765
CNIH4	GORS1	0.84
CNIH4	MCP	0.838
CNIH4	NDUS8	0.848
CNIH4	DEGS1	0.798
CNIH4	MGN2	0.753
CNIH4	RGS5	0.799
CNIH4	HNRPC	0.732
CNIH4	CNEP1	0.773
CNIH4	KDM5D	0.84
CNIH4	MED25	0.823
CNIH4	ARFRP	0.768
CNIH4	WRB	0.849
CNIH4	TPC6B	0.788
CNIH4	TMED9	0.61
CNIH4	BOLA3	0.826
CNIH4	NOP10	0.84
CNIH4	IMA1	0.832
CNIH4	MTND	0.816
CNIH4	AROS	0.729
CNIH4	NAA20	0.836
CNIH4	TB22A	0.811
CNIH4	LYRIC	0.817
CNIH4	ROMO1	0.826
CNIH4	NDUA4	0.681
CNIH4	J3KNT2	0.38
CNIH4	SC61G	0.822
CNIH4	ENSA	0.743
CNIH4	UBC	0.67
CNIH4	VAPA	0.794
CNIH4	TOR1A	0.617
CNIH4	PGAP1	0.736
CNIH4	TNR14	0.828
CNIH4	G3BP1	0.704
CNIH4	CBWD1	0.706
CNIH4	AT131	0.768
CNIH4	ASNA	0.765
CNIH4	CSN5	0.798
CNIH4	GMFB	0.787
CNIH4	UBL5	0.798
CNIH4	G3BP2	0.704
CNIH4	ARPC5	0.721
CNIH4	ERGI2	0.73
CNIH4	FA45A	0.846
CNIH4	CAZA2	0.838
CNIH4	BECN1	0.773
CNIH4	MPP8	0.485
CNIH4	TBCE	0.744
CNIH4	COA6	0.745
CNIH4	GCP60	0.809
CNIH4	FBX28	0.841
CNIH4	TI17A	0.695
CNIH4	PIMT	0.784
CNIH4	GLRX2	0.732
CNIH4	J9JIE6	0.776
CNIH4	SH21B	0.765
CNIH4	UFC1	0.653
CNIH4	SCAFB	0.621
CNIH4	SPF30	0.759
CNIH4	NB5R4	0.821
CNIH4	GNAI3	0.809
CNIH4	STX16	0.768
CNIH4	MCTS1	0.825
CNIH4	NDUA1	0.552
CNIH4	MGN	0.753
CNIH4	DPM1	0.805
CNIH4	SURF4	0.605
CNIH4	RM14	0.794
CNIH4	FACE1	0.841
CNIH4	CHCH1	0.769
CNIH4	CNPY3	0.588
CNIH4	TRML1	0.826
CNIH4	SAR1A	0.656
CNIH4	TB22B	0.811
CNIH4	NDUA8	0.838
CNIH4	VATG1	0.809
CNIH4	V5IRT4	0.809
CNIH4	THIO	0.798
CNIH4	ATF6B	0.695
CNIH4	TM9S2	0.848
CNIH4	UCHL3	0.845
CNIH4	QCR8	0.835
CNIH4	RPB1C	0.736
CNIH4	TM14B	0.653
CNIH4	MCA3	0.793
CNIH4	GDIB	0.841
CNIH4	TBCA	0.809
CNIH4	POMP	0.766
CNIH4	COMD8	0.849
CNIH4	MTMR6	0.841
CNIH4	TM241	0.768
CNIH4	SAC1	0.82
CNIH4	ERGI1	0.534
CNIH4	RL23	0.835
CNIH4	T2AG	0.817
CNIH4	DEK	0.82
CNIH4	J3KPW7	0.84
CNIH4	SC24A	0.687
CNIH4	PSDE	0.755
CNIH4	CMC1	0.828
CNIH4	TMX1	0.849
CNIH4	COG6	0.421
CNIH4	RUXE	0.787
CNIH4	ERN1	0.84
CNIH4	68MP	0.795
CNIH4	TMED4	0.61
CNIH4	ATF6B	0.682
CNIH4	ATF6B	0.699
CNIH4	TMED7	0.831
CNIH4	LSM5	0.754
CNIH4	J3KQY1	0.829
CNIH4	PTBP2	0.798
CNIH4	TM2D2	0.781
CNIH4	VAPB	0.794
CNIH4	COX7B	0.82
C9JNC2	CD79A	0.704
C9JNC2	CDX1	0.749
C9JNC2	TNF11	0.632
C9JNC2	CALX	0.77
C9JNC2	GATA5	0.665
C9JNC2	UGGG1	0.837
C9JNC2	GUC2C	0.797
C9JNC2	DCMC	0.85
C9JNC2	THAS	0.371
C9JNC2	PIP	0.695
C9JNC2	TR11B	0.539
C9JNC2	PGAP3	0.763
C9JNC2	CALR	0.761
C9JNC2	TKN1	0.798
C9JNC2	CLGN	0.77
C9JNC2	SEC62	0.768
C9JNC2	ERO1B	0.769
C9JNC2	ERGI3	0.811
C9JNC2	ERGI2	0.652
C9JNC2	MAGT1	0.769
C9JNC2	CNTP2	0.46
C9JNC2	SEC63	0.768
C9JNC2	MFS2A	0.818
C9JNC2	IPYR	0.8
C9JNC2	CDX4	0.749
C9JNC2	UGGG2	0.837
C9JNC2	CDX2	0.665
C9JNC2	ERGI1	0.811
C9JNC2	ERO1A	0.769
C9JNC2	PUR6	0.82
C9JNC2	MFS2B	0.818
C9JNC2	ZN516	0.798
RN182	PCH2	0.843
RN182	ST2B1	0.798
RN182	MS18B	0.843
RN182	ICAM5	0.726
RN182	MPP6	0.809
RN182	J3KMX3	0.823
RN182	NANOG	0.748
RN182	CDX1	0.845
RN182	CDC7	0.845
RN182	MND1	0.83
RN182	CXA3	0.739
RN182	CTCFL	0.698
RN182	MAGAA	0.788
RN182	SALL1	0.744
RN182	HPBP1	0.757
RN182	NEUT	0.753
RN182	EMP1	0.824
RN182	IF2B3	0.748
RN182	HEMGN	0.795
RN182	PO2F3	0.843
RN182	KIF23	0.835
RN182	MTUS1	0.788
RN182	PSF1	0.843
RN182	KI18A	0.843
RN182	CDC45	0.812
RN182	TYRO	0.762
RN182	NMU	0.823
RN182	ANR32	0.821
RN182	GBRP	0.681
RN182	TICRR	0.812
RN182	ASGR1	0.809
RN182	IBP1	0.744
RN182	SPC25	0.846
RN182	CXA1	0.768
RN182	CENPH	0.843
RN182	TRI11	0.698
RN182	CD109	0.771
RN182	ZIC3	0.82
RN182	IF2B1	0.759
RN182	CXD2	0.771
RN182	HBE	0.815
RN182	RHCE	0.809
RN182	SPRTN	0.842
RN182	PTX3	0.848
RN182	RGS20	0.804
RN182	TOPK	0.823
RN182	BUB1	0.845
RN182	GTSF1	0.801
RN182	DONS	0.843
RN182	NPTX1	0.751
RN182	RND1	0.841
RN182	RN146	0.66
RN182	DAB2	0.833
RN182	TMC6	0.837
RN182	TYSY	0.848
RN182	UBE2N	0.694
RN182	B7ZLC3	0.809
RN182	PRSS8	0.831
RN182	SOX2	0.815
RN182	TMC8	0.82
RN182	DNM3B	0.751
RN182	VATL	0.196
RN182	CNTN2	0.812
RN182	DPPA4	0.802
RN182	NXN	0.845
RN182	TIF1A	0.82
RN182	HXA1	0.74
RN182	CXA4	0.798
RN182	UBC	0.379
RN182	TBCD7	0.849
RN182	MAGA1	0.701
RN182	DCTD	0.843
RN182	DSCR8	0.653
RN182	MAGAC	0.785
RN182	SPTSB	0.751
RN182	MAGC2	0.781
RN182	PRKN2	0.799
RN182	LGR6	0.726
RN182	PA24A	0.849
RN182	ANT3	0.848
RN182	UFL1	0.771
RN182	PASD1	0.712
RN182	SPNXD	0.689
RN182	SPNXA	0.604
RN182	SPNXA	0.717
RN182	SPNXB	0.741
RN182	RHAG	0.838
RN182	RHXF2	0.493
RN182	PTEN	0.844
RN182	BEX1	0.846
RN182	TBX22	0.76
RN182	LHX2	0.809
RN182	STAR8	0.74
RN182	SERC	0.841
RN182	SRPX	0.682
RN182	NR0B1	0.774
RN182	CASL	0.8
RN182	PK1IP	0.751
RN182	GPNMB	0.788
RN182	CXB2	0.813
RN182	EVL	0.84
RN182	DOPO	0.845
RN182	MEIOB	0.764
RN182	DSCAM	0.815
RN182	HMGA2	0.812
RN182	ELAV1	0.785
RN182	TDR12	0.798
RN182	ANKR6	0.823
RN182	SPNXB	0.486
RN182	NOL7	0.695
RN182	LITD1	0.83
OR2A7	ARRB2	0.2
OR2A7	ARBK2	0.2
OR2A7	GNAL	0.2
TFAM	ERR1	0.631
TFAM	PDK4	0.66
TFAM	RPAP3	0.709
TFAM	COX15	0.784
TFAM	B0AZU3	0.715
TFAM	F136A	0.787
TFAM	RT10	0.807
TFAM	RFC2	0.274
TFAM	NF2L3	0.738
TFAM	RT35	0.79
TFAM	ACL6B	0.84
TFAM	F107B	0.609
TFAM	DIM1	0.631
TFAM	ESF1	0.791
TFAM	SIR4	0.824
TFAM	QCR1	0.73
TFAM	ESR1	0.782
TFAM	G2E3	0.844
TFAM	SIR1	0.573
TFAM	RPAB1	0.827
TFAM	TOM22	0.804
TFAM	HMOX1	0.804
TFAM	THIOM	0.189
TFAM	ACON	0.648
TFAM	SP16H	0.518
TFAM	PSA3	0.777
TFAM	VRK1	0.746
TFAM	RPB3	0.84
TFAM	FMT	0.798
TFAM	MS18B	0.849
TFAM	EIF3E	0.807
TFAM	X6R2L4	0.796
TFAM	KCRM	0.781
TFAM	SF3A2	0.842
TFAM	CRX	0.798
TFAM	G3PT	0.82
TFAM	GTPBA	0.83
TFAM	ODO1	0.846
TFAM	FIS1	0.818
TFAM	NRF1	0.03
TFAM	HXK4	0.826
TFAM	PPIF	0.615
TFAM	UTP18	0.793
TFAM	C1QBP	0.688
TFAM	HDAC5	0.82
TFAM	CCND1	0.792
TFAM	GPN3	0.738
TFAM	R51A1	0.826
TFAM	NU107	0.795
TFAM	KRR1	0.62
TFAM	G3P	0.682
TFAM	CX6A1	0.772
TFAM	ASF1A	0.821
TFAM	FBX5	0.801
TFAM	MK14	0.802
TFAM	GEMI	0.802
TFAM	NU155	0.789
TFAM	GCR	0.83
TFAM	SYRC	0.847
TFAM	ECT2	0.848
TFAM	UMPS	0.733
TFAM	MDHC	0.771
TFAM	MSH2	0.692
TFAM	NDUS1	0.805
TFAM	ACADL	0.816
TFAM	CEBPZ	0.829
TFAM	MSH6	0.79
TFAM	MFN2	0.535
TFAM	EBP2	0.729
TFAM	PUR9	0.683
TFAM	FAKD2	0.834
TFAM	HELLS	0.784
TFAM	NUDC1	0.793
TFAM	MTER3	0.66
TFAM	NFYB	0.826
TFAM	COIL	0.841
TFAM	CATA	0.695
TFAM	MTER2	0.825
TFAM	MYOG	0.787
TFAM	RRMJ2	0.268
TFAM	ARP5	0.824
TFAM	LIPS	0.823
TFAM	AATM	0.82
TFAM	MYH2	0.84
TFAM	NR1D1	0.812
TFAM	COX7C	0.84
TFAM	YETS4	0.763
TFAM	MTERF	0.453
TFAM	SIR2	0.823
TFAM	PARP2	0.612
TFAM	NUP37	0.695
TFAM	SPAG1	0.836
TFAM	RIR2B	0.732
TFAM	TYPH	0.79
TFAM	S27A1	0.818
TFAM	SCO2	0.751
TFAM	TAF4	0.693
TFAM	NOL11	0.724
TFAM	COX41	0.389
TFAM	G6PC	0.805
TFAM	ZCHC9	0.846
TFAM	RU2A	0.84
TFAM	PTCD3	0.715
TFAM	RFA1	0.42
TFAM	NIP7	0.628
TFAM	FABP4	0.745
TFAM	TAP26	0.837
TFAM	IF2A	0.639
TFAM	CCNB1	0.834
TFAM	RM44	0.82
TFAM	COX5B	0.539
TFAM	KCC2B	0.621
TFAM	SRSF1	0.838
TFAM	TACO1	0.821
TFAM	NDUB5	0.759
TFAM	P52K	0.809
TFAM	SORL	0.805
TFAM	DCNL5	0.846
TFAM	CTSL2	0.838
TFAM	RLP24	0.819
TFAM	LPPRC	0.609
TFAM	TIM23	0.635
TFAM	ASND1	0.77
TFAM	LA	0.671
TFAM	WDR12	0.738
TFAM	COX17	0.82
TFAM	GUC2C	0.838
TFAM	NP1L1	0.815
TFAM	ASUN	0.773
TFAM	RFC1	0.42
TFAM	RN138	0.826
TFAM	UTP20	0.84
TFAM	COX10	0.67
TFAM	EIF3J	0.832
TFAM	TIPIN	0.749
TFAM	ATPB	0.804
TFAM	MCM4	0.818
TFAM	MCES	0.848
TFAM	TYY1	0.74
TFAM	DCMC	0.755
TFAM	PPARA	0.57
TFAM	XPO2	0.82
TFAM	UCP1	0.52
TFAM	PAPD1	0.53
TFAM	SNF5	0.846
TFAM	DDX18	0.588
TFAM	J3KN38	0.843
TFAM	RPA2	0.849
TFAM	EED	0.84
TFAM	IF2M	0.788
TFAM	PNO1	0.707
TFAM	NDUS3	0.828
TFAM	MFN1	0.57
TFAM	DGUOK	0.678
TFAM	HAT1	0.737
TFAM	ATF2	0.826
TFAM	PUR1	0.678
TFAM	THA	0.726
TFAM	PRGC1	0.46
TFAM	SDHA	0.799
TFAM	RM03	0.749
TFAM	TCP4	0.795
TFAM	LEF1	0.765
TFAM	SSBP	0.366
TFAM	VDAC1	0.695
TFAM	NPTX2	0.538
TFAM	CPT1A	0.66
TFAM	DBF4A	0.714
TFAM	TF2H1	0.66
TFAM	CSRP3	0.832
TFAM	DNM1L	0.694
TFAM	NDUA9	0.755
TFAM	LAP2A	0.665
TFAM	RUXF	0.766
TFAM	MYG1	0.748
TFAM	WDR89	0.812
TFAM	S27A2	0.832
TFAM	PIF1	0.839
TFAM	DPOG1	0.391
TFAM	CRTC3	0.592
TFAM	QCR2	0.637
TFAM	P53	0.835
TFAM	ARL5C	0.838
TFAM	SODC	0.764
TFAM	AKT1	0.683
TFAM	PLK4	0.829
TFAM	NUF2	0.663
TFAM	CALM	0.738
TFAM	RUXG	0.842
TFAM	TPRKB	0.843
TFAM	NXPH2	0.844
TFAM	RPB4	0.818
TFAM	ABHDA	0.846
TFAM	ENOPH	0.835
TFAM	CCNA2	0.828
TFAM	NHP2	0.812
TFAM	TCPZ	0.788
TFAM	ARMC1	0.849
TFAM	PPRC1	0.387
TFAM	SSRP1	0.79
TFAM	J3KN87	0.824
TFAM	CAN1	0.835
TFAM	TCPE	0.817
TFAM	DENR	0.603
TFAM	SYNM	0.848
TFAM	MYCN	0.64
TFAM	ADT1	0.634
TFAM	ATPA	0.805
TFAM	KCC4	0.818
TFAM	CENPH	0.845
TFAM	TOM70	0.823
TFAM	OLA1	0.71
TFAM	OTU6B	0.841
TFAM	PLCE	0.812
TFAM	MK67I	0.708
TFAM	SMC2	0.748
TFAM	PFD3	0.817
TFAM	MTER1	0.756
TFAM	AIFM1	0.737
TFAM	ATAD2	0.763
TFAM	PPARG	0.389
TFAM	FUK	0.796
TFAM	ATPO	0.838
